time,station,eis,schfall,tmax,tmin,tropen,schmax,t
2004-05-01 00:00:00+00:00,16400,0.0,0.0,27.9,2.4,0.0,0.0,13.6
2004-06-01 00:00:00+00:00,16400,0.0,0.0,31.2,8.4,2.0,0.0,18.1
2004-07-01 00:00:00+00:00,16400,0.0,0.0,32.5,7.5,5.0,0.0,20.0
2004-08-01 00:00:00+00:00,16400,0.0,0.0,34.8,9.5,4.0,0.0,20.1
2004-09-01 00:00:00+00:00,16400,0.0,0.0,26.7,4.8,0.0,0.0,14.9
2004-10-01 00:00:00+00:00,16400,0.0,0.0,23.3,0.0,0.0,0.0,11.6
2004-11-01 00:00:00+00:00,16400,0.0,0.0,14.4,-6.8,0.0,0.0,4.6
2004-12-01 00:00:00+00:00,16400,7.0,0.0,12.1,-9.9,0.0,0.0,0.1
2005-01-01 00:00:00+00:00,16400,5.0,0.0,13.3,-9.8,0.0,0.0,-0.5
2005-02-01 00:00:00+00:00,16400,6.0,7.0,9.2,-19.0,0.0,27.0,-2.5
2005-03-01 00:00:00+00:00,16400,3.0,4.0,23.3,-17.8,0.0,23.0,3.0
2005-04-01 00:00:00+00:00,16400,0.0,0.0,23.9,-2.0,0.0,0.0,10.4
2005-05-01 00:00:00+00:00,16400,0.0,0.0,33.1,2.1,4.0,0.0,16.1
2005-06-01 00:00:00+00:00,16400,0.0,0.0,31.9,5.0,3.0,0.0,19.2
2005-07-01 00:00:00+00:00,16400,0.0,0.0,33.5,8.0,5.0,0.0,20.3
2005-08-01 00:00:00+00:00,16400,0.0,0.0,29.0,6.6,0.0,0.0,18.2
2005-09-01 00:00:00+00:00,16400,0.0,0.0,28.8,6.8,0.0,0.0,16.0
2005-10-01 00:00:00+00:00,16400,0.0,0.0,22.0,-1.1,0.0,0.0,10.2
2005-11-01 00:00:00+00:00,16400,2.0,6.0,15.6,-6.7,0.0,14.0,3.6
2005-12-01 00:00:00+00:00,16400,5.0,5.0,8.0,-15.0,0.0,31.0,-0.9
2006-01-01 00:00:00+00:00,16400,16.0,3.0,6.2,-18.5,0.0,30.0,-4.6
2006-02-01 00:00:00+00:00,16400,4.0,0.0,11.9,-13.3,0.0,12.0,-0.8
2006-03-01 00:00:00+00:00,16400,0.0,2.0,23.0,-10.3,0.0,20.0,3.2
2006-04-01 00:00:00+00:00,16400,0.0,0.0,24.8,-2.8,0.0,0.0,11.0
2006-05-01 00:00:00+00:00,16400,0.0,0.0,27.5,4.7,0.0,0.0,14.9
2006-06-01 00:00:00+00:00,16400,0.0,0.0,34.9,4.0,10.0,0.0,19.5
2006-07-01 00:00:00+00:00,16400,0.0,0.0,34.2,10.8,16.0,0.0,22.6
2006-08-01 00:00:00+00:00,16400,0.0,0.0,30.9,8.5,2.0,0.0,17.6
2006-09-01 00:00:00+00:00,16400,0.0,0.0,33.1,6.0,2.0,0.0,16.7
2006-10-01 00:00:00+00:00,16400,0.0,0.0,26.8,0.2,0.0,0.0,11.8
2006-11-01 00:00:00+00:00,16400,0.0,1.0,19.5,-3.6,0.0,0.0,5.9
2006-12-01 00:00:00+00:00,16400,1.0,0.0,15.9,-7.7,0.0,0.0,1.4
2007-01-01 00:00:00+00:00,16400,1.0,2.0,15.1,-7.0,0.0,1.0,2.8
2007-02-01 00:00:00+00:00,16400,0.0,0.0,15.1,-4.7,0.0,0.0,4.7
2007-03-01 00:00:00+00:00,16400,0.0,0.0,21.5,-3.1,0.0,6.0,6.9
2007-04-01 00:00:00+00:00,16400,0.0,0.0,27.2,-1.2,0.0,0.0,12.9
2007-05-01 00:00:00+00:00,16400,0.0,0.0,30.8,4.7,3.0,0.0,16.8
2007-06-01 00:00:00+00:00,16400,0.0,0.0,34.2,9.5,4.0,0.0,20.7
2007-07-01 00:00:00+00:00,16400,0.0,0.0,37.5,8.8,13.0,0.0,21.8
2007-08-01 00:00:00+00:00,16400,0.0,0.0,33.0,10.2,4.0,0.0,19.8
2007-09-01 00:00:00+00:00,16400,0.0,0.0,26.3,3.9,0.0,0.0,13.7
2007-10-01 00:00:00+00:00,16400,0.0,0.0,23.2,-0.8,0.0,0.0,9.3
2007-11-01 00:00:00+00:00,16400,0.0,1.0,15.0,-4.3,0.0,1.0,3.9
2007-12-01 00:00:00+00:00,16400,15.0,3.0,10.0,-9.9,0.0,14.0,-1.5
2008-01-01 00:00:00+00:00,16400,4.0,1.0,15.3,-8.1,0.0,4.0,1.1
2008-02-01 00:00:00+00:00,16400,0.0,0.0,20.8,-10.5,0.0,0.0,3.4
2008-03-01 00:00:00+00:00,16400,0.0,0.0,19.7,-5.3,0.0,0.0,6.1
2008-04-01 00:00:00+00:00,16400,0.0,0.0,22.4,-0.7,0.0,0.0,10.7
2008-05-01 00:00:00+00:00,16400,0.0,0.0,34.9,5.1,3.0,0.0,16.6
2008-06-01 00:00:00+00:00,16400,0.0,0.0,33.9,7.0,8.0,0.0,20.0
2008-07-01 00:00:00+00:00,16400,0.0,0.0,32.1,12.0,6.0,0.0,21.2
2008-08-01 00:00:00+00:00,16400,0.0,0.0,32.1,9.2,3.0,0.0,20.2
2008-09-01 00:00:00+00:00,16400,0.0,0.0,30.8,2.4,1.0,0.0,14.7
2008-10-01 00:00:00+00:00,16400,0.0,0.0,22.4,0.2,0.0,0.0,11.1
2008-11-01 00:00:00+00:00,16400,1.0,2.0,18.5,-6.8,0.0,9.0,5.4
2008-12-01 00:00:00+00:00,16400,4.0,2.0,9.1,-8.1,0.0,2.0,0.9
2009-01-01 00:00:00+00:00,16400,14.0,3.0,10.4,-14.4,0.0,5.0,-2.3
2009-02-01 00:00:00+00:00,16400,0.0,4.0,15.9,-8.4,0.0,13.0,1.1
2009-03-01 00:00:00+00:00,16400,0.0,1.0,16.7,-6.1,0.0,4.0,5.9
2009-04-01 00:00:00+00:00,16400,0.0,0.0,24.7,4.2,0.0,0.0,13.4
2009-05-01 00:00:00+00:00,16400,0.0,0.0,28.8,5.9,0.0,0.0,16.8
2009-06-01 00:00:00+00:00,16400,0.0,0.0,31.8,8.6,1.0,0.0,18.1
2009-07-01 00:00:00+00:00,16400,0.0,0.0,35.6,9.6,9.0,0.0,21.2
2009-08-01 00:00:00+00:00,16400,0.0,0.0,32.9,9.6,5.0,0.0,20.9
2009-09-01 00:00:00+00:00,16400,0.0,0.0,29.4,7.0,0.0,0.0,16.7
2009-10-01 00:00:00+00:00,16400,0.0,0.0,26.4,-2.3,0.0,0.0,9.9
2009-11-01 00:00:00+00:00,16400,0.0,0.0,18.0,-2.5,0.0,2.0,5.6
2009-12-01 00:00:00+00:00,16400,8.0,3.0,14.6,-16.7,0.0,5.0,0.3
2010-02-01 00:00:00+00:00,16400,3.0,3.0,14.5,-12.7,0.0,36.0,-0.2
2010-03-01 00:00:00+00:00,16400,0.0,4.0,21.0,-6.1,0.0,8.0,5.6
2010-04-01 00:00:00+00:00,16400,0.0,0.0,28.1,-0.9,0.0,0.0,10.5
2010-05-01 00:00:00+00:00,16400,0.0,0.0,29.7,4.3,0.0,0.0,15.9
2010-06-01 00:00:00+00:00,16400,0.0,0.0,34.7,9.0,6.0,0.0,19.8
2010-07-01 00:00:00+00:00,16400,0.0,0.0,35.5,10.7,15.0,0.0,22.9
2010-08-01 00:00:00+00:00,16400,0.0,0.0,31.1,7.3,1.0,0.0,19.5
2010-09-01 00:00:00+00:00,16400,0.0,0.0,24.5,6.0,0.0,0.0,14.2
2010-10-01 00:00:00+00:00,16400,0.0,0.0,16.9,-2.6,0.0,0.0,8.2
2010-11-01 00:00:00+00:00,16400,0.0,3.0,20.8,-6.2,0.0,15.0,6.3
2010-12-01 00:00:00+00:00,16400,13.0,6.0,8.8,-13.4,0.0,33.0,-3.1
2011-01-01 00:00:00+00:00,16400,11.0,2.0,12.7,-13.3,0.0,11.0,-1.7
2011-02-01 00:00:00+00:00,16400,5.0,3.0,15.1,-11.1,0.0,4.0,-0.7
2011-03-01 00:00:00+00:00,16400,0.0,1.0,20.6,-8.9,0.0,1.0,4.7
2011-04-01 00:00:00+00:00,16400,0.0,0.0,27.1,-0.9,0.0,0.0,11.7
2011-05-01 00:00:00+00:00,16400,0.0,0.0,28.4,0.6,0.0,0.0,15.1
2011-06-01 00:00:00+00:00,16400,0.0,0.0,29.0,7.3,0.0,0.0,18.7
2011-07-01 00:00:00+00:00,16400,0.0,0.0,33.3,7.2,6.0,0.0,19.3
2011-08-01 00:00:00+00:00,16400,0.0,0.0,33.4,6.1,8.0,0.0,20.2
2011-09-01 00:00:00+00:00,16400,0.0,0.0,30.2,7.0,1.0,0.0,17.3
2011-10-01 00:00:00+00:00,16400,0.0,0.0,25.6,-3.3,0.0,0.0,8.4
2011-11-01 00:00:00+00:00,16400,4.0,0.0,20.6,-5.0,0.0,0.0,2.4
2011-12-01 00:00:00+00:00,16400,0.0,0.0,11.0,-8.9,0.0,0.0,0.1
2012-01-01 00:00:00+00:00,16400,2.0,0.0,11.2,-11.3,0.0,1.0,-1.0
2012-02-01 00:00:00+00:00,16400,13.0,5.0,18.7,-18.7,0.0,9.0,-3.2
2012-03-01 00:00:00+00:00,16400,0.0,0.0,23.6,-5.5,0.0,0.0,7.1
2012-04-01 00:00:00+00:00,16400,0.0,0.0,28.1,-4.0,0.0,0.0,10.2
2012-05-01 00:00:00+00:00,16400,0.0,0.0,28.7,0.3,0.0,0.0,15.2
2012-06-01 00:00:00+00:00,16400,0.0,0.0,32.5,5.1,6.0,0.0,19.8
2012-07-01 00:00:00+00:00,16400,0.0,0.0,31.9,8.2,8.0,0.0,20.6
2012-08-01 00:00:00+00:00,16400,0.0,0.0,34.4,7.1,8.0,0.0,20.9
2012-09-01 00:00:00+00:00,16400,0.0,0.0,27.5,1.6,0.0,0.0,15.2
2012-10-01 00:00:00+00:00,16400,0.0,0.0,22.6,-5.5,0.0,3.0,9.4
2012-11-01 00:00:00+00:00,16400,0.0,0.0,16.2,-3.5,0.0,0.0,5.7
2012-12-01 00:00:00+00:00,16400,3.0,4.0,11.1,-14.5,0.0,10.0,-1.1
2013-01-01 00:00:00+00:00,16400,7.0,7.0,14.1,-9.5,0.0,24.0,-0.6
2013-02-01 00:00:00+00:00,16400,3.0,9.0,7.1,-6.8,0.0,31.0,-0.1
2013-03-01 00:00:00+00:00,16400,2.0,3.0,18.6,-7.4,0.0,14.0,2.3
2013-04-01 00:00:00+00:00,16400,0.0,1.0,27.7,-0.2,0.0,1.0,10.8
2013-05-01 00:00:00+00:00,16400,0.0,0.0,27.1,6.1,0.0,0.0,14.2
2013-06-01 00:00:00+00:00,16400,0.0,0.0,33.9,6.9,5.0,0.0,18.6
2013-07-01 00:00:00+00:00,16400,0.0,0.0,38.2,7.8,9.0,0.0,21.8
2013-08-01 00:00:00+00:00,16400,0.0,0.0,38.4,8.4,11.0,0.0,20.7
2013-09-01 00:00:00+00:00,16400,0.0,0.0,26.8,5.2,0.0,0.0,14.3
2013-10-01 00:00:00+00:00,16400,0.0,0.0,24.7,-0.4,0.0,0.0,10.4
2013-11-01 00:00:00+00:00,16400,0.0,0.0,15.9,-8.6,0.0,1.0,4.9
2013-12-01 00:00:00+00:00,16400,4.0,0.0,13.1,-6.8,0.0,0.0,0.8
2014-01-01 00:00:00+00:00,16400,6.0,3.0,12.6,-8.4,0.0,17.0,1.8
2014-02-01 00:00:00+00:00,16400,5.0,0.0,13.1,-4.7,0.0,14.0,2.3
2014-03-01 00:00:00+00:00,16400,0.0,0.0,22.7,-3.8,0.0,0.0,7.6
2014-04-01 00:00:00+00:00,16400,0.0,0.0,24.4,-0.4,0.0,0.0,11.6
2014-05-01 00:00:00+00:00,16400,0.0,0.0,28.2,1.4,0.0,0.0,14.2
2014-06-01 00:00:00+00:00,16400,0.0,0.0,33.9,6.9,4.0,0.0,18.5
2014-07-01 00:00:00+00:00,16400,0.0,0.0,30.7,7.8,1.0,0.0,20.0
2014-08-01 00:00:00+00:00,16400,0.0,0.0,29.4,7.9,0.0,0.0,17.7
2014-09-01 00:00:00+00:00,16400,0.0,0.0,26.3,2.9,0.0,0.0,14.8
2014-10-01 00:00:00+00:00,16400,0.0,0.0,27.1,0.2,0.0,0.0,11.8
2014-11-01 00:00:00+00:00,16400,0.0,0.0,20.2,-0.8,0.0,0.0,7.4
2015-11-01 00:00:00+00:00,16400,0.0,1.0,22.9,-7.3,0.0,1.0,4.8
2015-12-01 00:00:00+00:00,16400,0.0,0.0,13.0,-8.4,0.0,0.0,0.8
2016-01-01 00:00:00+00:00,16400,8.0,2.0,15.8,-12.6,0.0,4.0,-2.0
2016-02-01 00:00:00+00:00,16400,0.0,0.0,17.7,-5.6,0.0,2.0,3.4
2016-03-01 00:00:00+00:00,16400,0.0,0.0,22.7,-4.1,0.0,1.0,5.4
2016-04-01 00:00:00+00:00,16400,0.0,0.0,25.9,-3.9,0.0,0.0,11.1
2016-05-01 00:00:00+00:00,16400,0.0,0.0,27.9,2.1,0.0,0.0,14.7
2016-06-01 00:00:00+00:00,16400,0.0,0.0,31.1,9.1,2.0,0.0,18.8
2016-07-01 00:00:00+00:00,16400,0.0,0.0,31.0,9.1,3.0,0.0,20.9
2016-08-01 00:00:00+00:00,16400,0.0,0.0,29.8,5.5,0.0,0.0,18.7
2016-09-01 00:00:00+00:00,16400,0.0,0.0,28.7,4.7,0.0,0.0,16.3
2016-10-01 00:00:00+00:00,16400,0.0,0.0,24.7,-2.1,0.0,0.0,8.5
2016-11-01 00:00:00+00:00,16400,0.0,0.0,17.6,-8.3,0.0,0.0,4.0
2016-12-01 00:00:00+00:00,16400,7.0,0.0,12.4,-11.8,0.0,2.0,-1.4
2017-01-01 00:00:00+00:00,16400,18.0,3.0,5.3,-17.7,0.0,3.0,-6.4
2017-02-01 00:00:00+00:00,16400,3.0,1.0,14.3,-6.7,0.0,3.0,1.6
2017-03-01 00:00:00+00:00,16400,0.0,0.0,22.3,-4.7,0.0,0.0,7.3
2017-04-01 00:00:00+00:00,16400,0.0,0.0,23.7,-5.5,0.0,0.0,9.5
2017-05-01 00:00:00+00:00,16400,0.0,0.0,29.9,2.7,0.0,0.0,15.6
2017-06-01 00:00:00+00:00,16400,0.0,0.0,33.9,5.7,5.0,0.0,20.2
2017-07-01 00:00:00+00:00,16400,0.0,0.0,33.5,8.6,12.0,0.0,21.0
2017-11-01 00:00:00+00:00,16400,0.0,1.0,16.8,-6.8,0.0,2.0,3.5
2017-12-01 00:00:00+00:00,16400,1.0,0.0,15.4,-11.8,0.0,1.0,-0.9
2018-01-01 00:00:00+00:00,16400,2.0,1.0,14.8,-6.9,0.0,8.0,0.8
2018-02-01 00:00:00+00:00,16400,5.0,12.0,10.8,-19.0,0.0,19.0,-1.9
2018-03-01 00:00:00+00:00,16400,4.0,4.0,15.2,-19.0,0.0,13.0,2.0
2018-04-01 00:00:00+00:00,16400,0.0,0.0,27.3,-1.4,0.0,0.0,13.6
2018-05-01 00:00:00+00:00,16400,0.0,0.0,27.3,6.9,0.0,0.0,16.6
2018-06-01 00:00:00+00:00,16400,0.0,0.0,30.7,6.7,1.0,0.0,19.3
2018-07-01 00:00:00+00:00,16400,0.0,0.0,32.5,10.2,4.0,0.0,20.8
2018-08-01 00:00:00+00:00,16400,0.0,0.0,31.9,6.6,13.0,0.0,20.9
2018-09-01 00:00:00+00:00,16400,0.0,0.0,28.4,-0.3,0.0,0.0,16.0
2018-10-01 00:00:00+00:00,16400,0.0,0.0,22.2,1.0,0.0,0.0,10.4
2018-11-01 00:00:00+00:00,16400,1.0,0.0,19.1,-6.3,0.0,0.0,6.1
2018-12-01 00:00:00+00:00,16400,6.0,1.0,14.1,-9.4,0.0,2.0,-0.5
2019-01-01 00:00:00+00:00,16400,5.0,4.0,12.7,-12.4,0.0,4.0,-1.5
2019-02-01 00:00:00+00:00,16400,0.0,0.0,23.0,-8.8,0.0,0.0,2.6
2019-03-01 00:00:00+00:00,16400,0.0,0.0,21.1,-5.4,0.0,0.0,6.6
2019-04-01 00:00:00+00:00,16400,0.0,0.0,25.7,-0.8,0.0,0.0,10.6
2019-05-01 00:00:00+00:00,16400,0.0,0.0,25.2,-0.6,0.0,0.0,12.4
2019-06-01 00:00:00+00:00,16400,0.0,0.0,35.2,8.2,9.0,0.0,21.9
2019-07-01 00:00:00+00:00,16400,0.0,0.0,33.2,7.7,11.0,0.0,20.9
2019-08-01 00:00:00+00:00,16400,0.0,0.0,30.8,8.1,5.0,0.0,21.0
2019-09-01 00:00:00+00:00,16400,0.0,0.0,30.0,2.0,1.0,0.0,15.4
2019-10-01 00:00:00+00:00,16400,0.0,0.0,27.0,0.5,0.0,0.0,10.9
2019-11-01 00:00:00+00:00,16400,0.0,0.0,18.7,-1.7,0.0,0.0,6.4
2019-12-01 00:00:00+00:00,16400,2.0,0.0,16.0,-10.1,0.0,0.0,1.1
2020-01-01 00:00:00+00:00,16400,4.0,0.0,11.4,-9.5,0.0,0.0,-1.4
2020-02-01 00:00:00+00:00,16400,0.0,0.0,16.7,-6.9,0.0,0.0,3.3
2020-03-01 00:00:00+00:00,16400,0.0,1.0,22.5,-6.4,0.0,2.0,5.3
2020-04-01 00:00:00+00:00,16400,0.0,0.0,25.4,-6.4,0.0,0.0,10.4
2020-05-01 00:00:00+00:00,16400,0.0,0.0,24.7,2.8,0.0,0.0,14.1
2020-06-01 00:00:00+00:00,16400,0.0,0.0,29.4,8.0,0.0,0.0,18.4
2020-07-01 00:00:00+00:00,16400,0.0,0.0,31.8,8.0,3.0,0.0,19.7
2020-08-01 00:00:00+00:00,16400,0.0,0.0,30.6,11.7,3.0,0.0,20.7
2020-09-01 00:00:00+00:00,16400,0.0,0.0,27.3,1.3,0.0,0.0,15.6
2020-10-01 00:00:00+00:00,16400,0.0,0.0,22.4,1.2,0.0,0.0,9.6
2020-11-01 00:00:00+00:00,16400,4.0,0.0,20.7,-7.4,0.0,0.0,3.1
2020-12-01 00:00:00+00:00,16400,4.0,4.0,10.1,-8.5,0.0,9.0,0.3
2021-01-01 00:00:00+00:00,16400,4.0,3.0,13.1,-12.8,0.0,5.0,-1.3
2021-02-01 00:00:00+00:00,16400,1.0,0.0,20.5,-12.3,0.0,2.0,2.0
2021-03-01 00:00:00+00:00,16400,0.0,3.0,23.1,-8.7,0.0,2.0,3.9
2021-04-01 00:00:00+00:00,16400,0.0,0.0,25.5,-7.0,0.0,0.0,7.4
2021-05-01 00:00:00+00:00,16400,0.0,0.0,28.6,-0.6,0.0,0.0,12.5
2021-06-01 00:00:00+00:00,16400,0.0,0.0,33.5,6.9,9.0,0.0,21.1
2021-07-01 00:00:00+00:00,16400,0.0,0.0,33.4,10.8,9.0,0.0,22.0
2021-08-01 00:00:00+00:00,16400,0.0,0.0,31.5,5.9,3.0,0.0,18.6
2021-09-01 00:00:00+00:00,16400,0.0,0.0,28.7,2.3,0.0,0.0,15.4
2021-10-01 00:00:00+00:00,16400,0.0,0.0,25.7,-2.4,0.0,0.0,8.0
2021-11-01 00:00:00+00:00,16400,0.0,1.0,17.7,-7.7,0.0,4.0,3.8
2021-12-01 00:00:00+00:00,16400,4.0,3.0,12.5,-9.7,0.0,13.0,-0.9
2022-01-01 00:00:00+00:00,16400,0.0,0.0,13.3,-10.9,0.0,0.0,-0.6
2022-02-01 00:00:00+00:00,16400,0.0,0.0,21.6,-8.5,0.0,0.0,2.1
2022-03-01 00:00:00+00:00,16400,0.0,0.0,22.6,-10.0,0.0,0.0,3.4
2022-04-01 00:00:00+00:00,16400,0.0,0.0,22.4,-1.9,0.0,1.0,8.7
2022-05-01 00:00:00+00:00,16400,0.0,0.0,29.0,3.5,0.0,0.0,16.4
2022-06-01 00:00:00+00:00,16400,0.0,0.0,31.7,9.9,3.0,0.0,21.1
2022-07-01 00:00:00+00:00,16400,0.0,0.0,34.0,8.6,12.0,0.0,21.8
2022-08-01 00:00:00+00:00,16400,0.0,0.0,34.9,11.3,7.0,0.0,21.2
2022-09-01 00:00:00+00:00,16400,0.0,0.0,28.6,1.4,0.0,0.0,14.2
2022-10-01 00:00:00+00:00,16400,0.0,0.0,22.4,2.6,0.0,0.0,11.9
2022-11-01 00:00:00+00:00,16400,0.0,0.0,18.7,-4.9,0.0,0.0,5.2
2022-12-01 00:00:00+00:00,16400,6.0,0.0,12.1,-10.3,0.0,0.0,0.3
2023-01-01 00:00:00+00:00,16400,1.0,4.0,14.1,-7.3,0.0,2.0,1.5
2023-02-01 00:00:00+00:00,16400,1.0,0.0,20.2,-10.5,0.0,2.0,1.5
2023-03-01 00:00:00+00:00,16400,0.0,0.0,21.2,-5.4,0.0,0.0,6.0
2023-04-01 00:00:00+00:00,16400,0.0,0.0,21.4,-5.2,0.0,0.0,8.1
2023-05-01 00:00:00+00:00,16400,0.0,0.0,27.1,3.6,0.0,0.0,14.3
2023-06-01 00:00:00+00:00,16400,0.0,0.0,32.4,9.2,4.0,0.0,19.0
2023-07-01 00:00:00+00:00,16400,0.0,0.0,32.1,7.2,5.0,0.0,21.0
2023-08-01 00:00:00+00:00,16400,0.0,0.0,33.0,7.1,8.0,0.0,20.0
2023-09-01 00:00:00+00:00,16400,0.0,0.0,28.3,7.0,0.0,0.0,17.4
